txn_id,user_id,txn_date,txn_year,txn_month,txn_type,txn_amount,revenue_percent,revenue
1965,97,2025-11-28,2025,11,CARD,3218.71,0.012,38.624520000000004
1966,97,2025-12-13,2025,12,CARD,2056.87,0.012,24.68244
1967,97,2025-12-16,2025,12,CARD,4879.25,0.012,58.551
1968,98,2025-10-13,2025,10,CARD,4909.84,0.012,58.91808
1969,98,2025-12-29,2025,12,CARD,1965.08,0.012,23.58096
1970,98,2025-12-27,2025,12,UPI,4801.93,0.005,24.00965
1971,98,2025-12-26,2025,12,UPI,787.67,0.005,3.93835
1972,98,2026-01-26,2026,1,UPI,3090.8,0.005,15.454
1973,98,2025-10-04,2025,10,UPI,3025.22,0.005,15.1261
1974,98,2025-11-11,2025,11,CARD,1739.96,0.012,20.87952
1975,98,2025-10-21,2025,10,UPI,3557.68,0.005,17.7884
1976,98,2026-01-05,2026,1,CARD,276.45,0.012,3.3174
1977,98,2026-01-09,2026,1,CARD,4434.96,0.012,53.21952
1978,98,2025-10-25,2025,10,CARD,2728.61,0.012,32.743320000000004
1979,98,2025-11-23,2025,11,UPI,4500.59,0.005,22.502950000000002
1980,99,2025-11-21,2025,11,UPI,234.59,0.005,1.17295
1981,99,2025-11-09,2025,11,UPI,294.86,0.005,1.4743000000000002
1982,99,2026-01-27,2026,1,CARD,4030.52,0.012,48.36624
1983,99,2026-01-19,2026,1,CARD,3459.64,0.012,41.515679999999996
1984,99,2025-12-28,2025,12,UPI,3444.12,0.005,17.2206
1985,99,2026-01-21,2026,1,UPI,512.02,0.005,2.5601
1986,99,2026-01-19,2026,1,UPI,2638.21,0.005,13.19105
1987,99,2025-11-21,2025,11,CARD,2986.81,0.012,35.84172
1988,99,2025-11-02,2025,11,CARD,3620.34,0.012,43.44408
1989,99,2025-10-27,2025,10,UPI,3765.47,0.005,18.82735
1990,99,2026-01-21,2026,1,UPI,3354.7,0.005,16.7735
1991,99,2026-01-08,2026,1,UPI,1221.23,0.005,6.10615
1992,99,2025-12-10,2025,12,CARD,4050.63,0.012,48.60756
1993,99,2025-10-03,2025,10,UPI,1497.98,0.005,7.4899000000000004
1994,99,2026-01-27,2026,1,UPI,4172.06,0.005,20.860300000000002
1995,99,2026-01-17,2026,1,UPI,3151.04,0.005,15.7552
1996,99,2026-01-14,2026,1,CARD,2190.56,0.012,26.28672
1997,99,2026-01-12,2026,1,CARD,1516.76,0.012,18.20112
1998,99,2026-01-21,2026,1,UPI,1015.48,0.005,5.0774
1999,99,2025-12-30,2025,12,UPI,2233.16,0.005,11.165799999999999
2000,99,2026-01-29,2026,1,UPI,2665.24,0.005,13.3262
2001,99,2025-11-14,2025,11,UPI,517.61,0.005,2.58805
2002,99,2026-01-17,2026,1,CARD,4431.07,0.012,53.17284
2003,99,2025-12-28,2025,12,CARD,369.4,0.012,4.432799999999999
2004,100,2025-12-21,2025,12,UPI,4883.13,0.005,24.41565
2005,100,2025-11-13,2025,11,UPI,1381.26,0.005,6.9063
2006,100,2025-12-04,2025,12,CARD,4647.03,0.012,55.764359999999996
2007,100,2025-10-30,2025,10,CARD,758.89,0.012,9.10668
2008,100,2025-12-13,2025,12,UPI,3927.96,0.005,19.6398
2009,100,2025-12-23,2025,12,CARD,3817.36,0.012,45.80832
2010,100,2026-01-20,2026,1,CARD,3134.8,0.012,37.6176
2011,100,2025-10-01,2025,10,CARD,2038.18,0.012,24.458160000000003
2012,100,2025-12-01,2025,12,CARD,694.03,0.012,8.32836
2013,100,2025-12-05,2025,12,CARD,3915.38,0.012,46.98456
2014,100,2026-01-21,2026,1,CARD,2876.32,0.012,34.515840000000004
2015,100,2026-01-12,2026,1,UPI,556.56,0.005,2.7828
2016,100,2025-12-12,2025,12,CARD,3287.88,0.012,39.45456
2017,100,2025-12-19,2025,12,CARD,1868.44,0.012,22.42128
2018,100,2026-01-03,2026,1,CARD,2069.63,0.012,24.83556
2019,100,2025-11-08,2025,11,CARD,4226.71,0.012,50.72052
2020,101,2025-10-15,2025,10,CARD,3082.5,0.012,36.99
2021,101,2025-12-24,2025,12,UPI,3378.96,0.005,16.8948
2022,101,2026-01-23,2026,1,UPI,2497.49,0.005,12.487449999999999
2023,101,2026-01-04,2026,1,CARD,4797.28,0.012,57.56736
2024,101,2026-01-15,2026,1,CARD,1663.7,0.012,19.9644
2025,101,2025-10-30,2025,10,UPI,1367.97,0.005,6.83985
2026,101,2025-10-21,2025,10,UPI,4360.79,0.005,21.80395
2027,101,2025-10-10,2025,10,CARD,1271.03,0.012,15.25236
2028,101,2025-12-06,2025,12,CARD,2655.92,0.012,31.87104
2029,101,2025-12-18,2025,12,UPI,3849.5,0.005,19.2475
2030,101,2026-01-09,2026,1,CARD,2262.07,0.012,27.144840000000002
2031,101,2026-01-18,2026,1,UPI,1444.26,0.005,7.2213
2032,101,2025-12-23,2025,12,CARD,1890.21,0.012,22.68252
2033,101,2025-12-28,2025,12,UPI,863.8,0.005,4.319
2034,101,2026-01-20,2026,1,CARD,3487.43,0.012,41.84916
2035,101,2025-10-29,2025,10,CARD,1437.91,0.012,17.254920000000002
2036,101,2025-12-01,2025,12,UPI,4487.53,0.005,22.437649999999998
2037,101,2026-01-26,2026,1,UPI,427.9,0.005,2.1395
2038,101,2026-01-24,2026,1,CARD,1842.02,0.012,22.10424
2039,101,2025-11-03,2025,11,UPI,3476.96,0.005,17.384800000000002
2040,101,2026-01-10,2026,1,CARD,2667.29,0.012,32.00748
2041,101,2025-11-18,2025,11,UPI,849.43,0.005,4.2471499999999995
2042,101,2025-10-20,2025,10,CARD,1817.88,0.012,21.81456
2043,101,2025-11-04,2025,11,UPI,1383.03,0.005,6.91515
2044,101,2026-01-02,2026,1,UPI,2951.37,0.005,14.75685
2045,101,2025-11-12,2025,11,CARD,2428.88,0.012,29.14656
2046,101,2025-12-24,2025,12,CARD,4660.95,0.012,55.9314
2047,101,2025-12-18,2025,12,CARD,4891.98,0.012,58.703759999999996
2048,101,2025-12-03,2025,12,UPI,1144.62,0.005,5.7231
2049,102,2025-11-18,2025,11,CARD,4398.01,0.012,52.776120000000006
2050,102,2025-12-16,2025,12,UPI,2009.96,0.005,10.049800000000001
2051,102,2026-01-01,2026,1,UPI,2769.8,0.005,13.849000000000002
2052,102,2025-10-25,2025,10,UPI,398.91,0.005,1.9945500000000003
2053,102,2025-12-01,2025,12,CARD,2990.86,0.012,35.89032
2054,102,2025-10-28,2025,10,UPI,933.98,0.005,4.6699
2055,102,2025-12-28,2025,12,CARD,2493.17,0.012,29.91804
2056,102,2025-12-10,2025,12,UPI,1900.23,0.005,9.50115
2057,102,2025-10-08,2025,10,UPI,3533.61,0.005,17.66805
2058,102,2026-01-18,2026,1,UPI,852.55,0.005,4.26275
2059,102,2026-01-12,2026,1,CARD,1691.92,0.012,20.303040000000003
2060,102,2025-10-02,2025,10,CARD,1010.6,0.012,12.1272
2061,102,2025-12-29,2025,12,CARD,3506.49,0.012,42.07788
2062,102,2026-01-29,2026,1,CARD,502.93,0.012,6.03516
2063,102,2025-12-19,2025,12,CARD,506.87,0.012,6.08244
2064,102,2025-11-23,2025,11,UPI,1931.78,0.005,9.658900000000001
2065,102,2025-12-13,2025,12,CARD,954.66,0.012,11.455919999999999
2066,102,2025-10-13,2025,10,CARD,3985.16,0.012,47.82192
2067,102,2025-11-23,2025,11,CARD,2200.15,0.012,26.4018
2068,102,2026-01-28,2026,1,CARD,652.04,0.012,7.824479999999999
2069,102,2025-10-20,2025,10,CARD,1163.05,0.012,13.9566
2070,102,2025-12-27,2025,12,UPI,4188.29,0.005,20.94145
2071,102,2025-10-11,2025,10,UPI,4120.4,0.005,20.602
2072,102,2025-10-30,2025,10,CARD,151.32,0.012,1.81584
2073,102,2025-10-25,2025,10,CARD,2528.99,0.012,30.347879999999996
2074,102,2025-11-26,2025,11,CARD,4975.85,0.012,59.71020000000001
2075,102,2025-10-11,2025,10,UPI,914.62,0.005,4.5731
2076,103,2025-11-17,2025,11,CARD,1417.38,0.012,17.008560000000003
2077,103,2025-12-19,2025,12,CARD,2577.68,0.012,30.93216
2078,103,2026-01-06,2026,1,CARD,734.04,0.012,8.80848
2079,103,2025-12-05,2025,12,UPI,4140.24,0.005,20.7012
2080,103,2025-10-08,2025,10,UPI,4738.56,0.005,23.692800000000002
2081,103,2025-11-30,2025,11,UPI,740.46,0.005,3.7023
2082,103,2025-10-10,2025,10,CARD,367.4,0.012,4.408799999999999
2083,103,2025-10-15,2025,10,UPI,345.36,0.005,1.7268000000000001
2084,103,2025-12-02,2025,12,CARD,927.22,0.012,11.12664
2085,103,2025-11-17,2025,11,CARD,4949.5,0.012,59.394
2086,103,2026-01-21,2026,1,CARD,2981.15,0.012,35.7738
2087,103,2026-01-20,2026,1,CARD,4278.59,0.012,51.34308
2088,103,2025-12-31,2025,12,CARD,575.64,0.012,6.90768
2089,103,2025-12-07,2025,12,CARD,3937.12,0.012,47.24544
2090,103,2026-01-27,2026,1,CARD,3966.8,0.012,47.601600000000005
2091,103,2025-12-07,2025,12,UPI,2162.41,0.005,10.81205
2092,103,2025-11-20,2025,11,CARD,395.56,0.012,4.74672
2093,104,2025-11-26,2025,11,CARD,1029.2,0.012,12.3504
2094,104,2025-10-30,2025,10,CARD,551.85,0.012,6.6222
2095,104,2025-11-26,2025,11,UPI,1205.71,0.005,6.02855
2096,104,2026-01-27,2026,1,CARD,3104.75,0.012,37.257
2097,104,2025-10-26,2025,10,UPI,3050.06,0.005,15.2503
2098,104,2025-10-08,2025,10,UPI,1605.51,0.005,8.02755
2099,104,2026-01-19,2026,1,UPI,4400.66,0.005,22.0033
2100,104,2026-01-14,2026,1,CARD,415.33,0.012,4.98396
2101,104,2025-10-04,2025,10,CARD,740.58,0.012,8.88696
2102,104,2025-10-28,2025,10,UPI,2786.24,0.005,13.931199999999999
2103,104,2025-12-14,2025,12,CARD,1520.1,0.012,18.2412
2104,104,2025-11-15,2025,11,UPI,4876.3,0.005,24.381500000000003
2105,104,2025-10-14,2025,10,CARD,4044.84,0.012,48.53808
2106,104,2025-12-03,2025,12,UPI,1988.82,0.005,9.9441
2107,104,2026-01-05,2026,1,UPI,4881.83,0.005,24.40915
2108,104,2025-12-08,2025,12,UPI,4982.9,0.005,24.9145
2109,104,2025-12-09,2025,12,UPI,2929.56,0.005,14.6478
2110,104,2025-12-19,2025,12,CARD,2255.14,0.012,27.06168
2111,104,2026-01-03,2026,1,UPI,3387.35,0.005,16.93675
2112,105,2025-10-27,2025,10,CARD,4480.18,0.012,53.76216
2113,105,2025-10-21,2025,10,CARD,2960.73,0.012,35.52876
2114,105,2026-01-17,2026,1,UPI,4074.24,0.005,20.371199999999998
2115,105,2025-10-16,2025,10,CARD,3738.94,0.012,44.86728
2116,105,2026-01-05,2026,1,UPI,2958.85,0.005,14.79425
2117,105,2025-11-06,2025,11,UPI,558.73,0.005,2.79365
2118,105,2026-01-03,2026,1,CARD,1385.93,0.012,16.63116
2119,105,2026-01-17,2026,1,CARD,4800.75,0.012,57.609
2120,105,2026-01-25,2026,1,UPI,1197.48,0.005,5.9874
2121,105,2026-01-27,2026,1,UPI,1083.17,0.005,5.415850000000001
2122,105,2025-11-27,2025,11,CARD,4810.98,0.012,57.731759999999994
2123,105,2025-10-13,2025,10,UPI,4390.01,0.005,21.95005
2124,105,2026-01-17,2026,1,CARD,2812.01,0.012,33.74412
2125,105,2025-12-23,2025,12,UPI,4140.66,0.005,20.7033
2126,105,2025-10-10,2025,10,UPI,3650.12,0.005,18.2506
2127,105,2025-11-28,2025,11,UPI,4553.0,0.005,22.765
2128,105,2025-11-20,2025,11,CARD,4342.49,0.012,52.10988
2129,105,2026-01-14,2026,1,UPI,1169.74,0.005,5.8487
2130,105,2025-10-19,2025,10,UPI,2353.72,0.005,11.7686
2131,105,2026-01-29,2026,1,UPI,1107.41,0.005,5.537050000000001
2132,105,2026-01-19,2026,1,UPI,140.3,0.005,0.7015000000000001
2133,105,2025-12-16,2025,12,UPI,259.42,0.005,1.2971000000000001
2134,105,2026-01-04,2026,1,CARD,4531.42,0.012,54.37704
2135,105,2026-01-08,2026,1,UPI,3709.53,0.005,18.54765
2136,105,2025-12-03,2025,12,CARD,2387.68,0.012,28.65216
2137,105,2025-10-31,2025,10,UPI,1360.15,0.005,6.800750000000001
2138,105,2025-12-22,2025,12,CARD,3430.09,0.012,41.161080000000005
2139,105,2025-11-18,2025,11,CARD,424.22,0.012,5.0906400000000005
2140,105,2025-11-10,2025,11,UPI,84.0,0.005,0.42
2141,105,2025-11-20,2025,11,UPI,945.71,0.005,4.72855
2142,106,2025-10-18,2025,10,UPI,4956.0,0.005,24.78
2143,106,2025-10-29,2025,10,UPI,1750.56,0.005,8.7528
2144,106,2025-10-29,2025,10,CARD,4706.93,0.012,56.483160000000005
2145,106,2025-11-17,2025,11,UPI,3026.42,0.005,15.132100000000001
2146,106,2025-11-12,2025,11,UPI,1650.99,0.005,8.254950000000001
2147,106,2025-11-19,2025,11,UPI,3036.27,0.005,15.18135
2148,106,2025-10-22,2025,10,CARD,3393.2,0.012,40.718399999999995
2149,106,2025-10-29,2025,10,UPI,2511.18,0.005,12.5559
2150,106,2026-01-19,2026,1,UPI,1725.1,0.005,8.6255
2151,106,2025-11-10,2025,11,UPI,59.81,0.005,0.29905000000000004
2152,106,2025-11-30,2025,11,CARD,2653.34,0.012,31.840080000000004
2153,106,2025-10-10,2025,10,CARD,2267.39,0.012,27.208679999999998
2154,106,2026-01-12,2026,1,UPI,4293.08,0.005,21.4654
2155,106,2025-12-03,2025,12,CARD,533.99,0.012,6.4078800000000005
2156,106,2025-10-08,2025,10,UPI,1228.59,0.005,6.14295
2157,106,2025-10-23,2025,10,CARD,3068.67,0.012,36.824040000000004
2158,106,2025-12-01,2025,12,UPI,2156.73,0.005,10.78365
2159,106,2026-01-04,2026,1,CARD,2624.87,0.012,31.49844
2160,106,2025-12-19,2025,12,UPI,1731.5,0.005,8.6575
2161,106,2025-10-23,2025,10,CARD,2911.73,0.012,34.940760000000004
2162,106,2025-11-18,2025,11,CARD,1603.65,0.012,19.2438
2163,106,2025-10-07,2025,10,UPI,4409.32,0.005,22.046599999999998
2164,106,2025-12-06,2025,12,CARD,4017.11,0.012,48.20532
2165,107,2025-12-01,2025,12,CARD,4816.4,0.012,57.7968
2166,107,2025-10-19,2025,10,UPI,608.69,0.005,3.0434500000000004
2167,107,2025-10-11,2025,10,UPI,1537.83,0.005,7.68915
2168,107,2025-10-02,2025,10,UPI,608.77,0.005,3.04385
2169,107,2025-11-07,2025,11,UPI,2122.45,0.005,10.61225
2170,107,2026-01-07,2026,1,UPI,4665.83,0.005,23.32915
2171,107,2025-11-10,2025,11,CARD,3341.52,0.012,40.098240000000004
2172,107,2026-01-28,2026,1,UPI,835.3,0.005,4.1765
2173,107,2025-10-06,2025,10,UPI,4108.33,0.005,20.54165
2174,107,2026-01-13,2026,1,CARD,814.24,0.012,9.77088
2175,108,2025-10-08,2025,10,CARD,3328.14,0.012,39.93768
2176,108,2026-01-03,2026,1,UPI,3240.04,0.005,16.2002
2177,108,2025-11-12,2025,11,CARD,961.74,0.012,11.54088
2178,108,2026-01-11,2026,1,CARD,2767.26,0.012,33.20712
2179,108,2026-01-22,2026,1,CARD,3899.06,0.012,46.78872
2180,108,2026-01-13,2026,1,UPI,2217.61,0.005,11.08805
2181,108,2026-01-12,2026,1,UPI,3265.41,0.005,16.32705
2182,108,2025-10-08,2025,10,UPI,1754.15,0.005,8.770750000000001
2183,108,2025-11-02,2025,11,CARD,782.25,0.012,9.387
2184,108,2025-11-04,2025,11,CARD,2022.01,0.012,24.264120000000002
2185,108,2025-10-19,2025,10,CARD,4795.46,0.012,57.54552
2186,108,2026-01-08,2026,1,CARD,838.14,0.012,10.05768
2187,108,2025-10-19,2025,10,UPI,3767.84,0.005,18.8392
2188,109,2025-11-17,2025,11,CARD,4375.42,0.012,52.50504
2189,109,2025-10-02,2025,10,UPI,625.58,0.005,3.1279000000000003
2190,109,2025-12-24,2025,12,CARD,2955.53,0.012,35.46636
2191,109,2025-10-02,2025,10,CARD,276.66,0.012,3.31992
2192,109,2026-01-24,2026,1,CARD,4414.76,0.012,52.977120000000006
2193,109,2025-12-10,2025,12,CARD,3463.27,0.012,41.55924
2194,109,2025-10-13,2025,10,UPI,911.49,0.005,4.55745
2195,109,2026-01-14,2026,1,UPI,2356.51,0.005,11.78255
2196,109,2025-11-16,2025,11,CARD,2751.02,0.012,33.01224
2197,109,2025-10-29,2025,10,CARD,2318.37,0.012,27.820439999999998
2198,109,2025-11-13,2025,11,CARD,627.75,0.012,7.533
2199,109,2025-10-16,2025,10,CARD,1455.85,0.012,17.4702
2200,110,2026-01-10,2026,1,CARD,2960.36,0.012,35.52432
2201,110,2025-11-12,2025,11,UPI,3241.73,0.005,16.20865
2202,110,2025-12-16,2025,12,CARD,4119.48,0.012,49.43375999999999
2203,110,2025-10-27,2025,10,CARD,3347.96,0.012,40.17552
2204,110,2025-11-04,2025,11,CARD,4291.74,0.012,51.500879999999995
2205,110,2025-10-13,2025,10,CARD,394.82,0.012,4.73784
2206,110,2025-10-12,2025,10,CARD,4138.73,0.012,49.664759999999994
2207,110,2025-11-22,2025,11,UPI,1098.34,0.005,5.4917
2208,110,2025-11-09,2025,11,CARD,1871.33,0.012,22.45596
2209,110,2025-10-14,2025,10,CARD,2696.22,0.012,32.354639999999996
2210,110,2025-12-11,2025,12,UPI,961.9,0.005,4.8095
2211,110,2025-12-14,2025,12,UPI,2907.38,0.005,14.536900000000001
2212,110,2025-12-01,2025,12,UPI,1679.3,0.005,8.3965
2213,110,2026-01-15,2026,1,UPI,3641.16,0.005,18.2058
2214,110,2025-12-06,2025,12,CARD,2265.5,0.012,27.186
2215,110,2025-12-10,2025,12,UPI,1420.85,0.005,7.1042499999999995
2216,110,2025-10-25,2025,10,CARD,320.26,0.012,3.84312
2217,110,2025-11-28,2025,11,UPI,2999.43,0.005,14.99715
2218,110,2025-11-11,2025,11,CARD,3497.19,0.012,41.966280000000005
2219,110,2026-01-06,2026,1,CARD,844.43,0.012,10.13316
2220,110,2025-11-19,2025,11,CARD,3075.09,0.012,36.90108
2221,110,2025-11-03,2025,11,UPI,3290.8,0.005,16.454
2222,110,2025-11-13,2025,11,UPI,4499.22,0.005,22.496100000000002
2223,110,2025-10-17,2025,10,UPI,852.88,0.005,4.2644
2224,110,2025-10-25,2025,10,UPI,4259.89,0.005,21.299450000000004
2225,110,2025-10-12,2025,10,CARD,607.12,0.012,7.28544
2226,110,2025-10-13,2025,10,CARD,3952.28,0.012,47.42736
2227,110,2026-01-08,2026,1,CARD,2198.44,0.012,26.38128
2228,110,2025-11-08,2025,11,CARD,1786.74,0.012,21.44088
2229,111,2025-12-12,2025,12,UPI,3198.92,0.005,15.9946
2230,111,2025-12-08,2025,12,UPI,2195.54,0.005,10.9777
2231,111,2025-11-25,2025,11,UPI,2585.33,0.005,12.92665
2232,111,2025-11-07,2025,11,CARD,1501.68,0.012,18.02016
2233,111,2025-10-06,2025,10,UPI,3585.38,0.005,17.9269
2234,111,2026-01-26,2026,1,UPI,1374.69,0.005,6.87345
2235,111,2025-10-21,2025,10,UPI,4966.37,0.005,24.83185
2236,111,2026-01-29,2026,1,UPI,4630.08,0.005,23.1504
2237,111,2025-12-12,2025,12,CARD,1902.55,0.012,22.8306
2238,111,2025-10-08,2025,10,UPI,4139.95,0.005,20.699749999999998
2239,111,2026-01-28,2026,1,UPI,4341.42,0.005,21.7071
2240,111,2025-10-23,2025,10,CARD,231.81,0.012,2.78172
2241,111,2025-12-23,2025,12,CARD,217.8,0.012,2.6136000000000004
2242,111,2026-01-22,2026,1,UPI,4237.0,0.005,21.185
2243,112,2026-01-17,2026,1,UPI,1580.26,0.005,7.9013
2244,112,2025-11-25,2025,11,CARD,1179.8,0.012,14.1576
2245,112,2025-11-19,2025,11,UPI,370.33,0.005,1.85165
2246,112,2026-01-13,2026,1,UPI,1571.46,0.005,7.8573
2247,112,2025-11-09,2025,11,CARD,1100.78,0.012,13.20936
2248,112,2025-12-22,2025,12,CARD,2211.45,0.012,26.537399999999998
2249,112,2025-11-13,2025,11,UPI,4450.01,0.005,22.25005
2250,112,2025-11-12,2025,11,UPI,1391.49,0.005,6.957450000000001
2251,112,2025-10-03,2025,10,CARD,2324.02,0.012,27.88824
2252,112,2025-12-13,2025,12,UPI,4308.0,0.005,21.54
2253,113,2025-10-23,2025,10,CARD,1848.92,0.012,22.18704
2254,113,2025-12-30,2025,12,CARD,1445.5,0.012,17.346
2255,113,2025-11-20,2025,11,UPI,3373.38,0.005,16.8669
2256,113,2025-10-03,2025,10,CARD,254.21,0.012,3.05052
2257,113,2025-11-29,2025,11,CARD,258.97,0.012,3.1076400000000004
2258,113,2025-11-06,2025,11,UPI,488.99,0.005,2.44495
2259,113,2026-01-21,2026,1,UPI,3195.28,0.005,15.976400000000002
2260,113,2025-12-10,2025,12,UPI,1225.79,0.005,6.12895
2261,113,2025-12-13,2025,12,CARD,1179.04,0.012,14.14848
2262,113,2025-11-16,2025,11,UPI,4648.89,0.005,23.24445
2263,113,2026-01-29,2026,1,CARD,3771.37,0.012,45.25644
2264,113,2026-01-09,2026,1,UPI,1817.96,0.005,9.0898
2265,113,2025-12-02,2025,12,CARD,3821.1,0.012,45.8532
2266,113,2025-10-25,2025,10,UPI,3398.66,0.005,16.993299999999998
2267,113,2026-01-28,2026,1,CARD,855.72,0.012,10.268640000000001
2268,113,2025-10-08,2025,10,CARD,4747.15,0.012,56.965799999999994
2269,113,2026-01-06,2026,1,CARD,4291.5,0.012,51.498
2270,113,2025-12-07,2025,12,UPI,4512.23,0.005,22.561149999999998
2271,113,2026-01-20,2026,1,UPI,1159.81,0.005,5.79905
2272,113,2025-10-11,2025,10,CARD,3523.81,0.012,42.28572
2273,113,2025-12-21,2025,12,UPI,4745.02,0.005,23.7251
2274,113,2025-11-08,2025,11,CARD,742.03,0.012,8.90436
2275,113,2026-01-06,2026,1,UPI,1444.48,0.005,7.2224
2276,113,2026-01-21,2026,1,UPI,2294.75,0.005,11.47375
2277,114,2025-12-03,2025,12,UPI,4574.95,0.005,22.87475
2278,114,2025-10-03,2025,10,CARD,1236.38,0.012,14.836560000000002
2279,114,2025-12-29,2025,12,CARD,1729.46,0.012,20.75352
2280,114,2025-11-25,2025,11,UPI,3073.12,0.005,15.3656
2281,114,2025-12-25,2025,12,UPI,2970.48,0.005,14.852400000000001
2282,114,2025-11-24,2025,11,CARD,628.96,0.012,7.5475200000000005
2283,114,2025-12-21,2025,12,CARD,1572.1,0.012,18.865199999999998
2284,114,2025-10-07,2025,10,UPI,867.4,0.005,4.337
2285,114,2026-01-03,2026,1,UPI,3287.97,0.005,16.43985
2286,114,2025-11-24,2025,11,UPI,2372.41,0.005,11.86205
2287,114,2026-01-22,2026,1,CARD,4371.26,0.012,52.45512
2288,114,2026-01-20,2026,1,UPI,3379.16,0.005,16.8958
2289,114,2026-01-11,2026,1,UPI,1636.59,0.005,8.18295
2290,114,2026-01-09,2026,1,CARD,2700.15,0.012,32.4018
2291,114,2025-12-07,2025,12,UPI,2124.08,0.005,10.6204
2292,115,2026-01-01,2026,1,UPI,2686.48,0.005,13.432400000000001
2293,115,2026-01-29,2026,1,CARD,3190.5,0.012,38.286
2294,115,2026-01-14,2026,1,UPI,3777.22,0.005,18.8861
2295,115,2025-12-19,2025,12,CARD,3207.73,0.012,38.492760000000004
2296,115,2025-10-22,2025,10,CARD,1498.54,0.012,17.98248
2297,115,2025-12-03,2025,12,UPI,2256.34,0.005,11.2817
2298,115,2025-12-30,2025,12,CARD,1541.34,0.012,18.49608
2299,115,2026-01-07,2026,1,CARD,4141.57,0.012,49.69884
2300,115,2025-11-05,2025,11,CARD,4514.67,0.012,54.17604
2301,115,2025-10-11,2025,10,CARD,1272.91,0.012,15.274920000000002
2302,115,2025-12-02,2025,12,UPI,4915.78,0.005,24.5789
2303,115,2025-12-11,2025,12,CARD,4899.85,0.012,58.79820000000001
2304,115,2025-11-27,2025,11,UPI,2031.8,0.005,10.159
2305,115,2025-11-04,2025,11,CARD,2820.51,0.012,33.846120000000006
2306,115,2025-10-24,2025,10,UPI,769.18,0.005,3.8459
2307,115,2026-01-20,2026,1,CARD,1336.31,0.012,16.03572
2308,115,2026-01-22,2026,1,UPI,3947.0,0.005,19.735
2309,115,2025-10-09,2025,10,CARD,2068.89,0.012,24.82668
2310,115,2025-12-28,2025,12,CARD,4712.65,0.012,56.5518
2311,115,2025-12-14,2025,12,UPI,4019.99,0.005,20.09995
2312,115,2025-10-16,2025,10,UPI,703.15,0.005,3.51575
2313,115,2026-01-03,2026,1,UPI,4782.21,0.005,23.91105
2314,115,2026-01-05,2026,1,CARD,1814.31,0.012,21.77172
2315,115,2025-12-05,2025,12,CARD,1799.66,0.012,21.595920000000003
2316,116,2026-01-07,2026,1,CARD,3430.08,0.012,41.16096
2317,116,2025-11-14,2025,11,CARD,518.73,0.012,6.224760000000001
2318,116,2025-12-29,2025,12,CARD,1936.32,0.012,23.23584
2319,116,2025-10-20,2025,10,CARD,3674.32,0.012,44.091840000000005
2320,116,2026-01-05,2026,1,UPI,2116.21,0.005,10.581050000000001
2321,116,2025-12-10,2025,12,CARD,1650.1,0.012,19.801199999999998
2322,116,2025-12-22,2025,12,CARD,3228.65,0.012,38.7438
2323,116,2025-11-16,2025,11,UPI,3068.69,0.005,15.34345
2324,116,2025-12-01,2025,12,CARD,4300.77,0.012,51.60924000000001
2325,116,2025-11-27,2025,11,CARD,4101.38,0.012,49.21656
2326,116,2025-12-20,2025,12,UPI,1036.22,0.005,5.1811
2327,116,2025-11-15,2025,11,CARD,2294.66,0.012,27.535919999999997
2328,116,2025-12-28,2025,12,CARD,2069.63,0.012,24.83556
2329,116,2026-01-29,2026,1,CARD,4712.15,0.012,56.5458
2330,116,2026-01-18,2026,1,UPI,1848.66,0.005,9.243300000000001
2331,116,2025-11-29,2025,11,UPI,4276.96,0.005,21.384800000000002
2332,116,2025-11-29,2025,11,CARD,4623.1,0.012,55.4772
2333,116,2025-10-03,2025,10,UPI,4463.4,0.005,22.317
2334,116,2025-12-08,2025,12,CARD,3152.77,0.012,37.83324
2335,116,2026-01-10,2026,1,UPI,2423.4,0.005,12.117
2336,116,2025-10-23,2025,10,CARD,1435.49,0.012,17.22588
2337,116,2026-01-08,2026,1,UPI,4148.63,0.005,20.74315
2338,116,2025-12-30,2025,12,UPI,75.83,0.005,0.37915
2339,116,2025-11-18,2025,11,UPI,1626.21,0.005,8.13105
2340,116,2025-10-10,2025,10,UPI,1268.93,0.005,6.344650000000001
2341,117,2025-11-20,2025,11,UPI,3782.1,0.005,18.9105
2342,117,2025-11-19,2025,11,UPI,2222.24,0.005,11.111199999999998
2343,117,2025-12-04,2025,12,UPI,372.65,0.005,1.8632499999999999
2344,117,2025-12-26,2025,12,UPI,3870.35,0.005,19.35175
2345,117,2025-11-19,2025,11,UPI,4207.86,0.005,21.039299999999997
2346,117,2026-01-17,2026,1,CARD,4382.69,0.012,52.592279999999995
2347,117,2025-11-21,2025,11,UPI,4747.84,0.005,23.7392
2348,117,2025-11-17,2025,11,CARD,2481.41,0.012,29.77692
2349,117,2026-01-28,2026,1,UPI,106.11,0.005,0.53055
2350,117,2025-12-23,2025,12,CARD,1850.33,0.012,22.20396
2351,117,2025-12-21,2025,12,UPI,3663.1,0.005,18.3155
2352,117,2025-11-07,2025,11,CARD,913.35,0.012,10.9602
2353,118,2026-01-25,2026,1,UPI,104.97,0.005,0.52485
2354,118,2025-10-16,2025,10,UPI,3604.06,0.005,18.0203
2355,118,2025-10-07,2025,10,UPI,2014.81,0.005,10.07405
2356,118,2025-11-11,2025,11,CARD,774.84,0.012,9.29808
